Study Hours,Previous Exam Score,Pass/Fail
4.370861069626263,81.88970284118471,0
9.556428757689245,72.16578198064722,1
7.587945476302646,58.571656977179664,0
6.387926357773329,88.82770118241692,1
2.4041677639819286,81.08387035323275,0
2.403950683025824,49.75701636069348,0
1.5227525095137953,94.65563106963054,0
8.795585311974417,89.35223457539014,1
6.41003510568888,96.98799479751544,1
7.372653200164409,83.5431705033016,1
1.185260448662222,76.80491175614739,0
9.72918866945795,65.09458217743713,1
8.491983767203795,95.9637090012408,1
2.9110519961044856,91.9638333700245,0
2.636424704863906,42.713120206371364,0
2.650640588680904,41.58201846983512,0
3.7381801866358395,62.58780201268297,0
5.72280788469014,88.63319984690997,1
4.887505167779041,99.23656775889667,0
3.6210622617823773,49.02501346621169,0
6.506676052501415,75.6478429211281,1
2.2554447458683766,62.85345139786129,0
3.629301836816963,98.19486386887618,0
4.297256589643226,90.52713538814251,0
5.104629857953324,90.29972228266827,1
8.066583652537123,68.12158958769822,1
2.7970640394252375,64.8891701402599,0
5.628109945722504,56.40442431584238,0
6.331731119758382,43.382529799055625,0
1.4180537144799796,91.8833425753032,0
6.467903667112945,88.77406054780465,1
2.5347171131856236,99.98306039716783,0
1.5854643368675156,99.79821022443431,0
9.539969835279999,73.32590233615764,1
9.690688297671034,86.13924491083063,1
8.275576133048151,96.68594379294568,1
3.741523922560336,90.97884344064468,0
1.8790490260574548,54.84088610459186,0
7.158097238609412,67.03264811860561,1
4.961372443656412,47.7495649090897,0
2.0983441136030097,97.24306163552333,0
5.456592191001432,76.3704780670528,1
1.3094966900369656,53.71856833020776,0
9.18388361870904,80.30204106435141,1
3.3290198344001523,77.08769442747375,0
6.962700559185838,61.48976308197043,1
3.8053996848046987,46.81345553197774,0
5.680612190600297,80.29439173556798,1
5.920392514089517,71.2184620542276,1
2.6636900997297435,86.33910350413836,0
9.726261649881026,71.2098100667196,1
7.976195410250031,91.1308900191124,1
9.455490474077703,73.11441032646914,1
9.053446153848839,73.65627829212318,1
6.381099809299767,92.5992161595007,1
9.296868115208051,64.20897197274383,1
1.7964325184672756,48.04091370703844,0
2.763845761772307,41.72696057880034,0
1.4070456001948426,85.30823534041714,0
3.927972976869379,77.21857308120788,0
4.498095607205338,82.24478608595342,0
3.442141285965063,52.777849690534644,0
8.458637582367365,48.18228853520618,0
4.210779940242304,40.87267994007291,0
3.5284105871864266,61.03525352839582,0
5.884264748424236,75.39506121127798,1
2.2683180247728636,63.53464270598394,0
8.219772826786357,66.24849532142375,1
1.6709557931179373,94.2495216696249,0
9.881982429404655,60.89532802139802,1
7.9502029236699165,70.83936934958865,1
2.7884411338075514,87.01918076446859,0
1.0496990541124216,63.79256693927621,0
8.339152856093508,77.32520201367241,1
7.361716094628554,91.74182252480472,1
7.561064512368886,96.97123741945853,1
7.941433120173512,48.82440885574228,0
1.6664018656068134,95.59525750968967,0
4.226191556898454,69.52697758477228,0
2.0428215357261674,55.4946632979375,0
8.767930832880342,67.54814537429567,1
6.609683141448022,98.80195451712862,1
3.9780822236738427,69.55708563957218,0
1.5720251525742128,59.72509661725049,0
3.79884089544096,78.00405125900355,0
3.9266498982407234,54.408737126691584,0
7.566455605042576,44.551799686519836,0
6.738017242196918,47.73278331463895,0
8.98491468318694,47.682750337466345,0
5.249934326457543,49.11416161073766,0
2.0763482134447155,48.32963035896461,0
7.419203085006955,78.45248468819287,1
7.847065437552077,50.91280506394869,0
6.051494778125466,60.740036999431794,1
7.938704619591049,93.80730459436072,1
5.444160367279517,68.43769841577235,1
5.704595464437946,80.05346431126162,1
4.847869165226946,50.33919227209779,0
1.2287721406968566,51.53734112852025,0
1.97102284293974,42.45211697598873,0
1.2828626711806081,50.136103784329876,0
6.727693701374023,56.71542034191752,0
3.82920382968694,50.62062905660481,0
5.577136220482325,45.322152025423335,0
9.168098265334837,47.238152266036046,0
3.2436300623398746,67.64672608196355,0
4.693446307320667,52.38002310434755,0
7.799960246887438,61.85619166288453,1
3.059183489424602,70.20503625129142,0
1.6928191884591368,81.42368971776192,0
3.6077630762239123,42.358728390465934,0
2.4509915852860398,87.96462393454256,0
9.367278871083158,77.67402336945446,1
8.273083416079754,44.905541916932314,0
6.700633808593811,92.41471744640663,1
8.84314531168946,95.25234403190879,1
8.23304869209203,43.66467759129183,0
2.6791305299743224,56.61265888883222,0
9.0330309864098,88.37207678758368,1
5.854080177240856,84.89558142301951,1
8.266961396476564,51.07126116138264,0
9.06482169931144,52.56095940020262,0
3.8620312747467747,62.22832616748292,0
1.9904673207490908,69.07137911146128,0
3.051416462877475,77.09528629181776,0
4.843970097636307,62.134818374186345,0
8.362132893302437,67.75208296798887,1
8.74657524930709,84.8482562880254,1
1.0625691747807164,42.20099217343587,0
5.596725723198092,55.146216660641244,0
4.7566990283390105,82.80097515307315,0
2.9989702942365724,93.71241026123195,0
2.0787883060031453,70.70064652693996,0
4.038536542632651,71.92680911591894,0
9.486187335212673,46.430320680386565,0
3.908826388186797,66.84474200940727,0
5.669115595690295,71.9570359873014,1
7.3271706300566,54.54823021808378,0
4.272666421413646,56.15459385696286,0
9.746038744488645,62.63704978627736,1
9.662025654479,41.20427186666358,0
3.2660406624282774,59.3247499349907,0
5.475236553031469,52.68688041979268,0
3.707904788350927,59.64984113067488,0
3.5635644493972087,47.18572790915508,0
1.3319825261907952,93.4316368443937,0
6.486079005819072,75.61554721324292,1
5.524111209059753,80.74613914866939,1
1.463308761249904,87.3502743164403,0
3.507818178129503,69.90653193574343,0
9.174392973699883,45.21521728524542,0
3.1560570160027517,72.22639250911287,0
2.304053848821008,75.21046708125274,0
5.405074842498067,84.7263684510598,1
9.870854086995406,65.89957277378076,1
3.178497443603504,47.65481816773382,0
7.049219926652907,57.026554347923465,0
7.854576537958458,61.78493778391811,1
3.1387378959315972,78.75503447989607,0
7.553947137506736,74.24669828013472,1
4.3100481944732785,61.36580355387078,0
6.690752475342215,99.19091492757877,1
6.7017673968480524,76.34648916141323,1
5.821972156672826,54.233607504159664,0
1.8126079304896747,46.106948357224226,0
8.51772246030314,49.171548351059926,0
3.8870205847456223,54.757463703070485,0
2.678666593598688,49.64088239557334,0
1.3669762739928752,51.19402144307834,0
6.318036488694176,57.10571012163082,0
7.098079256580542,50.40241571768529,0
1.1492904603507053,93.8059254775855,0
5.608837524693529,44.81402473969853,0
3.0384619767814414,71.47068337421528,0
6.806555113685048,64.6238096193797,1
2.569297861044923,98.94271701451638,0
7.218439642922194,46.72233413008314,0
4.480618116704837,63.871335942744494,0
9.43056989863061,98.16822599652212,1
2.2376884973139393,91.93042755363882,0
4.069597159452327,89.02432425695679,0
2.021261691165302,55.474169622696394,0
9.322242564507064,50.25325524340395,0
8.896054180428829,80.11859319546586,1
3.3214746494364005,95.76255934765516,0
6.939856414307611,73.40577358083578,1
