feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,category_1,category_2,target
-0.43745830032341043,-0.6097829043193822,-0.1340171666729177,0.648280433843859,-0.8874921778021001,0.41953244390702776,-0.12094814860778157,1.196631486645651,0.014688194729197093,-0.78489831308224,High,Type_A,-14.412716604434571
-0.35077820560155415,1.3924559414830675,0.6722934080404022,1.6722659040975276,-2.2660520941492828,-0.8341848487326238,-0.7373799034979586,-2.4036686011005304,-1.5004765491630017,-1.4787771238462857,Low,Type_A,-158.3858315946181
-0.8978300664256293,1.0578141808207961,-0.589112132781127,-0.912810919296513,0.3483417392461269,0.3440539215634665,-0.4174303819894322,-1.1869933883057446,-0.9355962987624259,-0.17791787580439816,High,Type_A,-50.65624328699946
-1.1062935124116342,0.7774073527645112,0.46667098196608103,1.7473631979155582,1.1356201471829441,-0.23655528721894603,0.9321915642603847,1.205994516546816,1.52100622715938,-0.9489165208248372,High,Type_A,9.13303376684071
1.4223698616985077,-0.6775646523356551,1.1941094030473725,0.4620608932518965,-0.5975101946916416,-0.2515388860444957,0.7833905092825955,-1.7258067287905967,-0.9811655311396816,-0.46440426230938764,Low,Type_B,-90.16677950125238
,0.40429475496169764,1.235782191822154,1.192507512477975,-0.5041798310076715,0.31965182591897723,-1.7785875840065168,0.4367385517335095,-1.0710536796490489,0.6802161054504494,,Type_A,56.61956188722984
2.1451491277733883,-0.6929051977959073,-0.7184072655691974,1.2477420726737338,-0.8353470532597573,0.27899416222380197,-0.6734906242438685,-1.243863235391285,0.8949243769444413,-0.2949496782920278,High,Type_B,-61.01143568491243
1.2571492168625729,-0.4242363333980435,-0.5698329282387588,0.7505791675217656,-0.4500128579958137,-1.1300693390403578,-0.41619440488525394,-0.04551224530124217,0.32950873557300914,-1.5171736966716791,Medium,Type_B,-95.24931385913224
-0.7925234471152126,-0.4303093199546424,-1.4840566649243352,-1.5271678565896476,-0.9846547848472624,0.12626773623406817,-1.055089368176695,0.508608373233442,-0.2084682105404079,1.2066081548639151,High,Type_A,69.61378652550724
0.5925269492011831,2.5581992856682523,-0.5642475986573886,2.006092888159123,1.0240625258114624,1.2083662305931424,2.061503576636398,-0.5518581458924467,0.18455130319703697,1.5421099525678756,High,Type_B,96.19865077130777
-0.5100639500960824,1.0064110400265547,-1.0578366186102344,0.2951409793374166,-0.5499248324643456,0.09293565268297786,-0.06477225979787651,-0.14648067072816137,0.2607668174830632,-0.578212098219754,High,Type_B,-33.177673932106856
1.118549944255326,-0.39732325255136186,0.5343648986363834,0.006273156184418285,-0.20528401949625125,1.150267395898296,-1.531535315243643,-1.187765239917527,0.09109360625591317,-0.8515399797793188,High,Type_B,-87.18848430257651
0.7798286407550497,-1.2952586206671208,-1.18755316677504,-0.4551717839537639,0.05245738688944395,0.18745938208891083,1.0156278839944708,0.9714123576723597,0.5789098180691342,-0.06433764737916652,Low,Type_B,11.043631351816131
-1.1196174332890112,0.5820977034686158,-0.22648409884983192,1.088748619704186,-0.4888494217862741,1.543243528272189,1.884586305934609,1.221033695525353,-0.9594392367234797,-0.372206776071053,High,Type_A,12.856736280078795
2.0777775851984446,-0.024286495670025846,1.6389605275998331,2.209855665748464,1.6529130512304218,-0.8351245039722351,0.32699451327009765,1.209230647223938,0.9080226625361912,-0.7074395448121878,Medium,Type_B,17.69192475188744
-0.7280029412291344,-2.9213504834946074,0.4365598041576678,-1.0097307047099375,0.020793707675407894,2.0574954697116987,0.6191542610051978,-1.072139011985607,0.9039348410861953,-2.3629324355418384,Low,Type_A,-190.6098667879413
-0.535235211560568,0.9246336829127688,0.05963036992017413,0.3934853854217496,1.0495527153193351,0.6351718016819695,0.8951932200277323,1.3993554365860021,-0.6469367777055739,0.6982233136135899,Medium,Type_B,89.5069480532279
-0.24702570074599667,0.6045153263553668,0.8823330623234091,0.2658782296520485,2.0997217891665154,-0.06613261462582246,-0.4367197360405955,-1.2504077339697175,-0.45209033283308037,-0.4700421477595015,Medium,Type_B,-59.26595246190241
0.8021284586181193,-1.423682636883923,-1.8518427315746586,-0.31823752774262026,1.5985381120963413,-0.2598001407675125,-0.7811563781311142,2.169936588080543,0.7835896647986067,-0.6786430612941032,Medium,Type_A,9.57738697089437
0.008556080824349832,0.8447743757816999,-0.005560293648070566,0.5199021395287525,0.27658150559104877,0.4197056083572659,1.8688178405438531,-2.391956204313024,1.1785126897984228,-1.3734028889697492,Medium,Type_B,-137.12086288314924
0.6461296760241716,-1.4427147860027125,0.4800636179041039,0.7099327481472374,0.3320814614168105,1.697623779709341,0.638543317267599,-0.8819607642671741,1.3831945153293432,1.2663302679562887,Low,Type_B,47.10175466255374
-0.3617238360933866,0.7445863984731299,0.6419471294437011,-0.8246503402906875,-0.27595145169613816,-0.07782143613647309,0.7034921482250248,-0.19360951103550808,-0.270267604363889,0.2177182010871666,Low,Type_B,16.202680768389655
1.452755545126183,-1.029811848541845,-0.12334406404611045,-0.2357112448566685,-0.294455757588034,1.119244917564096,-0.9394632419859826,-0.3187483152461331,0.3090474430326539,-0.6556877194614437,Medium,Type_A,-57.03914991129188
0.12354769595558233,1.532367724678116,0.49986412374037137,-2.100026507651624,-0.5923559556520536,0.885231482988991,0.6255080168310357,-0.8184286659420014,-1.3993061748019415,0.3676492929914216,Medium,Type_B,1.320341190265086
0.6256309336460009,-0.8950698422766047,0.5972282182533848,-1.3671378064602457,0.5522999376795232,-1.232523314768509,0.8481742126666681,-1.1755946056248516,-0.9483480042242007,0.46320629209912306,Low,Type_A,-24.640741050256377
-0.7282722024066131,-1.1952937635992447,1.4509275482792119,-1.0240285908863795,0.5059655534558652,-0.9645377949101913,-0.2798103423770061,-0.07744346072599365,1.8071966436378852,-1.6826586941226858,Low,Type_B,-85.4224734504837
1.9435288811221971,0.12645921906069005,-0.5028687536709558,0.8640699821389469,-1.1918747041912499,-0.23105953684089858,0.30613455310275534,-0.9154770290902925,1.178865937036939,1.3111622966036165,Low,Type_A,55.81912935245784
-0.07823065905851781,1.355572935710348,-0.6108576398050658,-1.1794596645077804,1.4532754760425446,-0.34730228895784293,1.4350873992222355,-1.5708814571259122,0.5044832563830169,-1.5630343065712535,High,Type_A,-127.2352106271448
-0.1590452104000513,-0.9244659881295544,1.5628887685081978,-0.29983819627488056,2.218780233448134,1.6259589153620633,1.904136589573007,-1.703871586826719,-0.2739930818293042,-0.24338397937501807,,Type_B,-69.80801275262097
0.24333944932269183,0.8724573282801447,0.650201177958661,-1.0700847663261526,-0.045586016355497805,-0.6919080698812444,-1.5255251709247388,-1.2803043986708944,-0.09917586377938291,1.8466369960476658,High,Type_B,79.22630148600936
1.15469376671672,0.06502463118878012,0.813280406064593,0.15682301609819319,-1.2703620463250862,1.489599409447649,0.28123049221860413,0.13965167421589658,-0.8438538774248993,-1.743672602396536,Medium,Type_A,-98.59262077248435
0.9040175547613144,-0.7567639770159263,-2.1899217049785533,0.0516609768510798,0.2243396567780826,1.0743180127155614,0.22907468820570256,0.23278674294016363,1.1945922205137307,0.9583858198420424,High,Type_A,51.08049081906113
-1.027923765010739,-0.8838688951407293,0.147298000389084,0.509683077242329,2.935406206388468,0.3319184477078873,0.8117055716132655,1.6814924574180155,-0.6804940477640476,0.6149446390313781,,Type_B,75.39879444023855
-0.1873290184063747,0.45838670355148425,-2.0870270186020687,-0.9096834169818336,0.29219272832637316,-0.6677795564688862,-0.936506374789596,-0.6373077470287948,-0.5846177306571996,-0.031058932870901952,Medium,Type_A,-38.059877794759664
0.03855516878431771,-0.05727041082210227,0.5480669247071704,-0.11599707232153356,1.0852222636616315,-0.11381253841375806,1.8978872926587056,0.2722367253273881,-1.339489366528659,-0.7423863704307346,High,Type_B,-43.808309398587
-0.6314370274831833,-0.47020333878531134,0.612332214002512,-1.7982147394091075,-0.3009803123932219,-0.5180690194750568,-2.2235741679371968,0.2431346551384891,-0.9785883899886544,-1.381591718463581,Medium,Type_B,-82.3906489897351
0.1664931271151245,1.438169201145702,0.1652400500649252,-1.431354847054427,0.3726481864800551,-1.615846470966832,-1.2855991140527723,-0.1720413592654725,0.012521864329786338,1.6372116447028533,High,Type_B,106.02163547618096
1.1337700968670645,0.28555407485765694,0.5211224283793383,0.08958068125524882,-0.194908280352681,-0.1512732836535117,-0.1973384203073261,-0.05489400061628639,0.645215585950057,0.5556044660034485,High,Type_B,43.387624202861204
