Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,72.8760986328125,135480400
2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.1676025390625,146322800
2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,72.74266052246094,118387200
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.40054321289062,108872000
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.56520080566406,132079200
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.12777709960938,170108400
2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.29762268066406,140644800
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,76.90633392333984,121532000
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,75.86783599853516,161954400
2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.54268646240234,121923600
2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,76.48896789550781,108829200
2020-01-17,79.06749725341797,79.68499755859375,78.75,79.68250274658203,77.33577728271484,137816400
2020-01-21,79.29750061035156,79.75499725341797,79.0,79.14250183105469,76.81169128417969,110843200
2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,77.08586883544922,101832400
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,77.45709991455078,104472000
2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,77.23387145996094,146537600
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,74.9627914428711,161940000
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,77.08343505859375,162234000
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,78.69696807861328,216229200
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,78.58294677734375,126743200
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,75.09867095947266,199588400
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,74.89242553710938,173788400
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,77.36488342285156,136616400
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,77.99576568603516,118826800
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,78.90806579589844,105425600
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,77.83550262451172,117684000
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,78.20516967773438,109348800
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,77.73335266113281,94323200
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,79.57933807373047,113730400
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.0126724243164,94747600
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,79.03208923339844,80113600
2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,77.58499908447266,152531200
2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,78.70863342285156,93984000
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,77.90116119384766,100566000
2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,76.13786315917969,129554000
2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,72.52130889892578,222195200
2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,70.06482696533203,230673600
2020-02-26,71.63249969482422,74.47000122070312,71.625,73.1624984741211,71.17633819580078,198054800
2020-02-27,70.2750015258789,71.5,68.23999786376953,68.37999725341797,66.52364349365234,320605600
2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,66.48474884033203,426510000
2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,72.67452239990234,341397200
2020-03-03,75.9175033569336,76.0,71.44999694824219,72.33000183105469,70.36640930175781,319475600
2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,73.63033294677734,219178400
